date,tank,parents,population,parent_number,gravel,length_mm,image_id,notes
2023-04-04,EK3x4,EK3x4,cool,two,2,23,2509,
2023-04-04,EK3x4,EK3x4,cool,two,2,10.5,2509,
2023-04-04,EK3x4,EK3x4,cool,two,2,32,2509,
2023-04-04,EK4x5,EK4x5,cool,two,1,72,2510,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,1,5.5,2510,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,1,23,2510,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,1,15,2510,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,1,11,2510,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,2,92,2511,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,2,42,2511,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,2,9,2511,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,2,17,2511,Very diatom fouled
2023-04-04,EK4x5,EK4x5,cool,two,2,25,2511,Very diatom fouled
2023-04-04,DX2x4,DX2x4,warm,two,1,97,2512,
2023-04-04,DX2x4,DX2x4,warm,two,1,74,2512,
2023-04-04,DX2x4,DX2x4,warm,two,1,6,2512,
2023-04-04,DX2x4,DX2x4,warm,two,1,20,2512,
2023-04-04,DX2x4,DX2x4,warm,two,1,38,2512,
2023-04-04,DX2x4,DX2x4,warm,two,2,80,2513,
2023-04-04,DX2x4,DX2x4,warm,two,2,26,2513,
2023-04-04,DX2x4,DX2x4,warm,two,2,3,2513,
2023-04-04,DX2x4,DX2x4,warm,two,2,60,2513,
2023-04-04,DX2x4,DX2x4,warm,two,2,21,2513,
2023-04-04,DX4x6,DX4x6,warm,two,1,22,2514,
2023-04-04,DX4x6,DX4x6,warm,two,1,4.5,2514,
2023-04-04,DX4x6,DX4x6,warm,two,1,19,2514,
2023-04-04,DX4x6,DX4x6,warm,two,1,12,2514,
2023-04-04,DX4x6,DX4x6,warm,two,1,28,2514,
2023-04-04,DX4x6,DX4x6,warm,two,2,48,2515,
2023-04-04,DX4x6,DX4x6,warm,two,2,21,2515,
2023-04-04,DX4x6,DX4x6,warm,two,2,47,2515,
2023-04-04,DX4x6,DX4x6,warm,two,2,3,2515,
2023-04-04,DX4x6,DX4x6,warm,two,2,27,2515,
2023-04-04,DX6x8,DX6x8,warm,two,1,27,2516,
2023-04-04,DX6x8,DX6x8,warm,two,1,12,2516,
2023-04-04,DX6x8,DX6x8,warm,two,1,6,2516,
2023-04-04,DX6x8,DX6x8,warm,two,1,20,2516,
2023-04-04,DX6x8,DX6x8,warm,two,1,19,2516,
2023-04-04,DX6x8,DX6x8,warm,two,2,76,2517,
2023-04-04,DX6x8,DX6x8,warm,two,2,33,2517,
2023-04-04,DX6x8,DX6x8,warm,two,2,10,2517,
2023-04-04,DX6x8,DX6x8,warm,two,2,17,2517,
2023-04-04,DX6x8,DX6x8,warm,two,2,38,2517,
2023-04-04,DX8x9,DX8x9,warm,two,1,121,2518,
2023-04-04,DX8x9,DX8x9,warm,two,1,29,2518,
2023-04-04,DX8x9,DX8x9,warm,two,1,23,2518,
2023-04-04,DX8x9,DX8x9,warm,two,1,47,2518,
2023-04-04,DX8x9,DX8x9,warm,two,1,10,2518,
2023-04-04,DX8x9,DX8x9,warm,two,2,44,2519,
2023-04-04,DX8x9,DX8x9,warm,two,2,11,2519,
2023-04-04,DX8x9,DX8x9,warm,two,2,18,2519,
2023-04-04,DX8x9,DX8x9,warm,two,2,31,2519,
2023-04-04,DX8x9,DX8x9,warm,two,2,7,2519,
2023-04-04,EK5x6,EK5x6,cool,two,1,13,2524,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,1,4,2524,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,1,9.5,2524,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,1,12,2524,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,1,5,2524,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,2,10,2525,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,2,3,2525,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,2,14,2525,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,2,8,2525,"very fouled tank, very sparse kelp"
2023-04-04,EK5x6,EK5x6,cool,two,2,12,2525,"very fouled tank, very sparse kelp"
2023-04-04,EK6x7,EK6x7,cool,two,1,17,2526,"fouled with diatoms and green algae, lots of kelp death"
2023-04-04,EK6x7,EK6x7,cool,two,1,11,2526,
2023-04-04,EK6x7,EK6x7,cool,two,1,4,2526,
2023-04-04,EK6x7,EK6x7,cool,two,1,5,2526,
2023-04-04,EK6x7,EK6x7,cool,two,1,10,2526,
2023-04-04,EK6x7,EK6x7,cool,two,2,30,2527,
2023-04-04,EK6x7,EK6x7,cool,two,2,17,2527,
2023-04-04,EK6x7,EK6x7,cool,two,2,7,2527,
2023-04-04,EK6x7,EK6x7,cool,two,2,3,2527,
2023-04-04,EK6x7,EK6x7,cool,two,2,15,2527,
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,61,2528,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,17,2528,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,28,2528,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,6.5,2528,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,1,23,2528,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,69,2529,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,42,2529,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,7,2529,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,26,2529,Lots of diatoms
2023-04-04,EKFull1,EK3x4x5x6x7x8x9x10x11x12,cool,ten,2,25,2529,Lots of diatoms
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,21,2530,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,9,2530,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,17,2530,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,4,2530,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,1,10,2530,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,55,2531,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,27,2531,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,12,2531,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,5,2531,
2023-04-04,DXFull1,DX2x4x6x8x9x10x11x13x14x15,warm,ten,2,8,2531,
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
2023-04-04,DXFull2,DX2x4x6x8x9x10x11x13x14x15,warm,ten,NA,NA,NA,"No more gravel left to measure, all deployed"
